Rank,Score,Type,ID,Name,Description
7645,-28.23,oe,ccsbBroad304_07381,MAPKAPK2,MAPKAPK subfamily
7646,-28.32,kd,CGS001-8092,ALX1,Homeoboxes / PRD class
7648,-28.5,oe,ccsbBroad304_07252,DGKZ,-
895,64.94,cp,BRD-K50836978,purvalanol-a,CDK inhibitor
7649,-28.52,kd,CGS001-10695,CNPY3,Trinucleotide (CAG) repeat containing
893,65.07,cc,,Poly ADP ribose polymerases LOF,-
7650,-28.57,kd,CGS001-10481,HOXB13,Homeoboxes / ANTP class : HOXL subclass
891,65.15,cp,BRD-K01815685,indole,aryl hydrocarbon receptor agonist
7652,-28.67,oe,ccsbBroad304_00775,HOXB5,Homeoboxes / ANTP class : HOXL subclass
7653,-28.71,oe,ccsbBroad304_08839,IFIH1,-
7654,-28.79,kd,CGS001-486,FXYD2,Ion transport regulator
887,65.31,cp,BRD-K62792802,LY-83583,Guanylyl cyclase inhibitor
7655,-28.8,kd,CGS001-2539,G6PD,-
7656,-28.81,kd,CGS001-55577,NAGK,-
7657,-28.82,kd,CGS001-7518,XRCC4,XRCC DNA Repair
882,65.41,cp,BRD-K52620403,STO-609,Calmodulin antagonist
7658,-28.83,kd,CGS001-26959,HBP1,-
7659,-28.84,oe,ccsbBroad304_01183,PGD,-
7661,-28.9,kd,CGS001-23076,RRP1B,-
7664,-29.02,kd,CGS001-9213,XPR1,-
7665,-29.03,oe,ccsbBroad304_00100,RHOA,-
7666,-29.03,kd,CGS001-2182,ACSL4,Acyl-CoA synthetase family
7667,-29.14,kd,CGS001-5268,SERPINB5,Serine (or cysteine) peptidase inhibitors
875,65.7,cp,BRD-K62363391,dapsone,Bacterial antifolate
7670,-29.24,kd,CGS001-388585,HES5,Basic helix-loop-helix proteins
7671,-29.26,kd,CGS001-8446,DUSP11,Protein tyrosine phosphatases / Class I Cys-based PTPs : Atypical dual specificity phosphatases
7672,-29.31,oe,ccsbBroad304_06286,GLUL,-
7673,-29.36,kd,CGS001-10973,ASCC3,-
870,65.9,cp,BRD-K15842202,eudesmic-acid,-666
7674,-29.41,kd,CGS001-5338,PLD2,Hydrolases
7675,-29.42,kd,CGS001-26298,EHF,-
7676,-29.49,kd,CGS001-94239,H2AFV,Histones / Replication-independent
866,66.13,cp,BRD-K03557653,sappanone-a,Tyrosinase inhibitor
7677,-29.55,oe,ccsbBroad304_08275,TLR8,Toll-like receptor family
7678,-29.58,oe,ccsbBroad304_02123,RPS6KA5,MSK subfamily
7679,-29.64,oe,ccsbBroad304_06954,SLC1A1,Glutamate transporter subfamily
7681,-29.81,kd,CGS001-26136,TES,-
7682,-29.84,kd,CGS001-4016,LOXL1,-
861,66.36,cp,BRD-K07303502,arachidonyl-trifluoro-methane,Cytosolic phospholipase inhibitor
859,66.44,cp,BRD-K56614220,clofazimine,GK0582 inhibitor
7685,-30.14,kd,CGS001-8453,CUL2,-
7686,-30.17,kd,CGS001-8624,PSMG1,-
855,66.6,cp,BRD-K31054881,BMY-7378,Adrenergic receptor antagonist
7687,-30.17,kd,CGS001-2495,FTH1,-
7689,-30.41,oe,ccsbBroad304_10929,JAK2,Janus kinase (JakA) family
7690,-30.47,kd,CGS001-23077,MYCBP2,-
7691,-30.5,kd,CGS001-1030,CDKN2B,-
851,66.93,cp,BRD-A83237092,fulvestrant,Estrogen receptor antagonist
850,66.97,cp,BRD-K49049886,CGS-15943,Adenosine receptor antagonist
7693,-30.67,kd,CGS001-7453,WARS,Aminoacyl tRNA synthetases / Class I
7694,-30.7,kd,CGS001-56848,SPHK2,Sphingosine kinase
7695,-30.71,oe,ccsbBroad304_01716,TSN,-
846,67.07,cp,BRD-K61401890,deguelin,NADH-ubiquinone oxidoreductase (Complex I) inhibitor
7696,-30.8,oe,ccsbBroad304_00682,GRK6,GRK1/3 subfamily
7697,-30.93,kd,CGS001-375449,MAST4,MAST family
7698,-30.94,kd,CGS001-10921,RNPS1,RNA binding motif (RRM) containing
842,67.16,cp,BRD-A11678676,wortmannin,PI3K inhibitor
7699,-31.23,oe,ccsbBroad304_02884,POT1,-
7700,-31.31,oe,ccsbBroad304_03451,SLC35F2,SLC35 family of nucleotide sugar transporters
840,67.22,cp,BRD-A70083328,secnidazole,Acetylcholinesterase inhibitor
7702,-31.35,kd,CGS001-84333,PCGF5,Polycomb group ring fingers
7703,-31.36,oe,ccsbBroad304_00707,GTF2E2,General transcription factors
7704,-31.37,oe,ccsbBroad304_00165,BMI1,Polycomb group ring fingers
7705,-31.41,kd,CGS001-1969,EPHA2,Type XIII RTKs: Ephrin receptor family
7706,-31.42,kd,CGS001-5576,PRKAR2A,Protein kinase A
7708,-31.5,kd,CGS001-5467,PPARD,Nuclear hormone receptors
7709,-31.52,oe,ccsbBroad304_01165,PDK1,-
7711,-31.59,kd,CGS001-571,BACH1,BTB/POZ domain containing
7717,-31.78,kd,CGS001-4212,MEIS2,Homeoboxes / TALE class
7718,-31.78,kd,CGS001-116832,RPL39L,L ribosomal proteins
7722,-31.96,kd,CGS001-79837,PIP4K2C,1-phosphatidylinositol-5-phosphate 4-kinase family
827,67.87,cc,,NFkB pathway inhibitor,-
7724,-32.01,kd,CGS001-1398,CRK,SH2 domain containing
7725,-32.04,kd,CGS001-10888,GPR83,GPCR / Class A : Orphans
7727,-32.12,kd,CGS001-6885,MAP3K7,MAPKKK:TAK1 subfamily
7730,-32.39,oe,ccsbBroad304_07204,TAF15,RNA binding motif (RRM) containing
7731,-32.39,kd,CGS001-4170,MCL1,-
7732,-32.48,kd,CGS001-5550,PREP,Prolyl oligopeptidase
7733,-32.52,kd,CGS001-445,ASS1,-
7734,-32.53,kd,CGS001-1387,CREBBP,Chromatin-modifying enzymes / K-acetyltransferases
7736,-32.58,oe,ccsbBroad304_07037,TCF12,Basic helix-loop-helix proteins
7737,-32.73,kd,CGS001-4129,MAOB,Catecholamine turnover
7742,-32.94,oe,ccsbBroad304_03444,PAF1,-
815,68.59,cp,BRD-K61829047,7b-cis,Exportin antagonist
7743,-32.98,kd,CGS001-9898,UBAP2L,-
813,68.76,cc,,DNA Replication LOF,-
811,68.82,cc,,Glycogen synthase kinase inhibitor,-
7744,-33.05,kd,CGS001-7086,TKT,-
810,68.85,cp,BRD-A72711497,lasalocid,Bacterial permeability inducer
7746,-33.11,oe,ccsbBroad304_09765,ZBTB49,BTB/POZ domain containing
7748,-33.23,oe,ccsbBroad304_02771,HEY1,Basic helix-loop-helix proteins
807,69.02,cp,BRD-K55454768,TAS-301,Calcium-calmodulin dependent protein kinase inhibitor
7751,-33.47,kd,CGS001-160851,DGKH,Pleckstrin homology (PH) domain containing
7752,-33.51,kd,CGS001-147837,ZNF563,"Zinc fingers, C2H2-type"
7754,-33.59,oe,ccsbBroad304_03806,MCOLN1,Voltage-gated ion channels / Transient receptor potential cation channels
7756,-33.61,kd,CGS001-10494,STK25,YSK subfamily
802,69.3,cp,BRD-K60460488,nelfinavir,HIV protease inhibitor
7759,-33.77,kd,CGS001-55328,RNLS,-
800,69.38,cp,BRD-K13725475,rhodomyrtoxin,Cytotoxic agent
799,69.39,cp,BRD-K62609077,scoulerine,Adrenergic receptor antagonist
7761,-34.07,kd,CGS001-6850,SYK,Syk family
7764,-34.38,kd,CGS001-9929,JOSD1,-
7765,-34.4,kd,CGS001-3148,HMGB2,High-mobility group / Canonical
7766,-34.43,oe,ccsbBroad304_02484,PAICS,-
7767,-34.44,kd,CGS001-256281,NUDT14,Nudix motif containing
7768,-34.52,oe,ccsbBroad304_04146,HDAC11,Histone deacetylases
7769,-34.56,kd,CGS001-9415,FADS2,Fatty acid desaturases
7770,-34.57,kd,CGS001-117608,ZNF354B,"Zinc fingers, C2H2-type"
7772,-34.73,kd,CGS001-3606,IL18,Interleukins and interleukin receptors
790,69.79,cp,BRD-K73978287,hydrocortisone,Glucocorticoid receptor agonist
7773,-34.78,kd,CGS001-255725,OR52B2,GPCR / Class A : Olfactory receptors
786,69.88,cp,BRD-K17674993,diflorasone,Corticosteroid agonist
7774,-34.8,kd,CGS001-2101,ESRRA,Estrogen-related receptors
7775,-34.85,kd,CGS001-7371,UCK2,-
784,70,cp,BRD-K72895815,SSR-69071,Leukocyte elastase inhibitor
7776,-34.85,kd,CGS001-1356,CP,-
782,70.1,cp,BRD-A39747742,estradiol-valerate,Estrogen receptor agonist
7777,-34.9,kd,CGS001-5228,PGF,-
7778,-34.93,kd,CGS001-23240,KIAA0922,-
778,70.14,cp,BRD-K32828673,chelidonine,Tubulin inhibitor
7780,-35.05,oe,ccsbBroad304_02778,TGDS,Short chain dehydrogenase/reductase superfamily / Extended SDR fold
7781,-35.06,kd,CGS001-151636,DTX3L,RING-type (C3HC4) zinc fingers
7782,-35.11,kd,CGS001-83933,HDAC10,Histone deacetylases
7783,-35.18,kd,CGS001-81611,ANP32E,ANP32 acidic nuclear phosphoproteins
7784,-35.22,oe,ccsbBroad304_08805,SLC22A23,Orphan or poorly characterized SLC22 family members
773,70.32,cp,BRD-A92439610,triamcinolone,Glucocorticoid receptor agonist
7785,-35.27,kd,CGS001-9061,PAPSS1,-
7786,-35.38,kd,CGS001-63874,ABHD4,Abhydrolase domain containing
7787,-35.47,oe,ccsbBroad304_08662,MCCC1,-
7789,-35.72,oe,ccsbBroad304_01644,TAP1,ATP binding cassette transporters / subfamily B
7790,-35.77,oe,ccsbBroad304_02766,GPR161,GPCR / Class A : Orphans
7791,-36.04,kd,CGS001-1385,CREB1,basic leucine zipper proteins
766,70.73,cc,,Protein phosphatase catalytic subunits LOF,-
7792,-36.2,kd,CGS001-7727,ZNF174,"Zinc fingers, C2H2-type"
7793,-36.2,kd,CGS001-6285,S100B,EF-hand domain containing
7794,-36.23,kd,CGS001-26205,GMEB2,-
762,70.79,cp,BRD-K07762753,aminopurvalanol-a,Tyrosine kinase inhibitor
7795,-36.23,oe,ccsbBroad304_08978,ZNF672,"Zinc fingers, C2H2-type"
7796,-36.23,oe,ccsbBroad304_02923,PHF19,"Zinc fingers, PHD-type"
7797,-36.26,kd,CGS001-83439,TCF7L1,-
7798,-36.3,kd,CGS001-1211,CLTA,-
7802,-36.75,kd,CGS001-4790,NFKB1,NFkappaB transcription factor family
7804,-36.77,oe,ccsbBroad304_02399,TNIP1,-
7805,-36.81,kd,CGS001-10929,SRSF8,Serine/arginine-rich splicing factors
7806,-36.83,kd,CGS001-29116,MYLIP,-
7807,-36.84,kd,CGS001-4217,MAP3K5,MAPKKK:STE11 family
7809,-36.89,oe,ccsbBroad304_01065,NDUFA3,Mitochondrial respiratory chain complex / Complex I
751,71.36,cc,,GATA Zinc finger domain containing LOF,-
7810,-36.93,oe,ccsbBroad304_03269,CD320,CD molecules
7811,-36.97,kd,CGS001-199704,ZNF585A,"Zinc fingers, C2H2-type"
7813,-37.01,kd,CGS001-319100,TAAR6,GPCR / Class A : Trace amine associated receptors
7815,-37.1,kd,CGS001-10672,GNA13,-
7816,-37.11,kd,CGS001-122402,TDRD9,Tudor domain containing
7818,-37.25,kd,CGS001-21,ABCA3,ATP binding cassette transporters / subfamily A
7819,-37.26,kd,CGS001-5479,PPIB,-
7822,-37.35,oe,ccsbBroad304_11580,TLK2,Tousled-like kinase (TLK) family
7823,-37.37,kd,CGS001-25913,POT1,-
7824,-37.55,kd,CGS001-509,ATP5C1,ATPases / F-type
7825,-37.63,oe,ccsbBroad304_03614,G2E3,"Zinc fingers, PHD-type"
739,71.96,cp,BRD-K06750613,GSK-1059615,PI3K inhibitor
7827,-37.74,oe,ccsbBroad304_01383,RBMS1,RNA binding motif (RRM) containing
7828,-37.77,kd,CGS001-9111,NMI,-
7829,-37.82,oe,ccsbBroad304_00429,AKR1C2,Aldo-keto reductases
735,72.08,cp,BRD-U82589721,HG-5-113-01,Protein kinase inhibitor
7831,-37.98,kd,CGS001-5336,PLCG2,Phosphoinositide-specific phospholipase C
7834,-38.05,kd,CGS001-7850,IL1R2,Immunoglobulin-like family of IL-1 receptors
7835,-38.06,kd,CGS001-353322,ANKRD37,Ankyrin repeat domain containing
7836,-38.14,oe,ccsbBroad304_01563,SNCA,Parkinson disease
7837,-38.16,kd,CGS001-2175,FANCA,"Fanconi anemia, complementation groups"
729,72.61,cp,BRD-K80970344,pyrrolidine-dithiocarbamate,NFkB pathway inhibitor
728,72.62,cp,BRD-K95435023,PHA-665752,c-Met inhibitor
7838,-38.2,kd,CGS001-8491,MAP4K3,MAPKKKK:KHS subfamily
7839,-38.23,kd,CGS001-9120,SLC16A6,SLC16 family of monocarboxylate transporters
7841,-38.29,kd,CGS001-29982,NRBF2,-
7842,-38.35,kd,CGS001-8905,AP1S2,-
7843,-38.36,kd,CGS001-6990,DYNLT3,Cytoplasmic dyneins
7846,-38.58,kd,CGS001-51109,RDH11,Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 2
7850,-38.84,kd,CGS001-51599,LSR,Immunoglobulin superfamily / Immunoglobulin-like domain containing
7851,-38.85,kd,CGS001-51056,LAP3,Leucyl aminopeptidase
7852,-38.93,oe,ccsbBroad304_04360,CAPNS2,EF-hand domain containing
7853,-38.97,kd,CGS001-949,SCARB1,-
717,73.11,cc,,Ribosomal 40s Subunit LOF,-
7855,-39.06,kd,CGS001-23325,KIAA1033,-
7856,-39.11,oe,ccsbBroad304_07240,DYRK3,Dyrk2 subfamily
7857,-39.23,kd,CGS001-57121,LPAR5,GPCR / Class A : Lysophospholipid receptors : Lysophosphatidic acid
7858,-39.28,kd,CGS001-467,ATF3,basic leucine zipper proteins
7860,-39.34,oe,ccsbBroad304_09058,SLC25A32,Mitochondrial nucleotide transporter subfamily
7861,-39.37,kd,CGS001-11315,PARK7,Parkinson disease
7862,-39.41,kd,CGS001-3206,HOXA10,Homeoboxes / ANTP class : HOXL subclass
7863,-39.41,kd,CGS001-8751,ADAM15,ADAM metallopeptidase domain containing
7864,-39.47,kd,CGS001-2878,GPX3,-
7866,-39.74,kd,CGS001-8743,TNFSF10,CD molecules
7867,-39.79,oe,ccsbBroad304_04654,ZIM3,"Zinc fingers, C2H2-type"
7868,-40.04,oe,ccsbBroad304_07754,FGFR1OP,-
7870,-40.69,oe,ccsbBroad304_09195,MCM8,-
7871,-40.73,oe,ccsbBroad304_00080,APOA2,Apolipoproteins
7873,-40.92,oe,ccsbBroad304_01797,ZNF32,"Zinc fingers, C2H2-type"
7877,-41.29,kd,CGS001-1950,EGF,-
7878,-41.34,kd,CGS001-26996,GPR160,GPCR / Class A : Orphans
7879,-41.38,kd,CGS001-1903,S1PR3,GPCR / Class A : Lysophospholipid receptors : Sphingosine 1-phosphate
7880,-41.43,kd,CGS001-7756,ZNF207,"Zinc fingers, C2H2-type"
7883,-41.75,kd,CGS001-5480,PPIC,-
695,74.21,cp,BRD-A36066264,estradiol-benzoate,Estrogen receptor agonist
7884,-41.81,kd,CGS001-79733,E2F8,-
7885,-41.88,kd,CGS001-11154,AP4S1,-
7887,-42.03,oe,ccsbBroad304_07217,AXIN2,-
7890,-42.19,kd,CGS001-6895,TARBP2,-
7892,-42.36,kd,CGS001-9706,ULK2,Unc-51-like kinase (ULK) family
7893,-42.43,kd,CGS001-2153,F5,Blood coagulation components
7894,-42.55,oe,ccsbBroad304_07651,HEXIM1,-
7895,-42.57,kd,CGS001-79603,CERS4,Homeoboxes / CERS class
7896,-42.61,kd,CGS001-2842,GPR19,GPCR / Class A : Orphans
7897,-42.61,oe,ccsbBroad304_03147,IL20,Interleukins and interleukin receptors
684,74.76,cp,BRD-A77722753,hydralazine,Vasodilator
7898,-42.62,oe,ccsbBroad304_07993,ZBTB20,BTB/POZ domain containing
683,74.78,cp,BRD-A62025033,temsirolimus,MTOR inhibitor
7899,-42.63,kd,CGS001-8869,ST3GAL5,Sialyltransferases
7900,-42.68,kd,CGS001-25942,SIN3A,-
7901,-42.72,kd,CGS001-11329,STK38,NDR family
679,74.96,cc,,Proteasome Pathway LOF,-
678,74.97,cp,BRD-K39111395,BCL2-inhibitor,BCL inhibitor
7902,-42.75,kd,CGS001-10795,ZNF268,"Zinc fingers, C2H2-type"
7903,-42.79,oe,ccsbBroad304_07061,TGM2,Transglutaminases
7905,-42.85,kd,CGS001-3664,IRF6,-
7906,-42.86,kd,CGS001-5104,SERPINA5,Serine (or cysteine) peptidase inhibitors
7907,-42.86,kd,CGS001-136,ADORA2B,GPCR / Class A : Adenosine receptors
7908,-42.87,kd,CGS001-222545,GPRC6A,GPCR / Class C : Calcium-sensing receptors
7910,-42.89,oe,ccsbBroad304_01777,WNT1,Endogenous ligands
670,75.33,cp,BRD-A16934955,nalbuphine,Opioid receptor agonist
7911,-42.91,kd,CGS001-57117,INTS12,"Zinc fingers, PHD-type"
7912,-43.1,kd,CGS001-90993,CREB3L1,basic leucine zipper proteins
7914,-43.17,kd,CGS001-8270,LAGE3,-
666,75.7,cp,BRD-K44849676,capsazepine,TRPV agonist
7915,-43.21,kd,CGS001-5362,PLXNA2,Plexins
7916,-43.38,kd,CGS001-134391,GPR151,GPCR / Class A : Orphans
663,75.78,cp,BRD-K14618467,IKK-16,IKK inhibitor
7917,-43.54,kd,CGS001-5080,PAX6,Paired boxes
7918,-43.55,oe,ccsbBroad304_06081,DGKA,EF-hand domain containing
7919,-43.59,oe,ccsbBroad304_04525,TGIF2LY,Homeoboxes / TALE class
659,75.83,cc,,NKL subclass homeoboxes and pseudogenes LOF,-
7920,-43.68,kd,CGS001-10308,ZNF267,"Zinc fingers, C2H2-type"
7921,-43.85,kd,CGS001-10886,NPFFR2,GPCR / Class A : Neuropeptide receptors : FF/AF
7922,-43.92,kd,CGS001-4773,NFATC2,Nuclear factor of activated T-cells
7923,-43.93,oe,ccsbBroad304_02964,TIMM9,-
7924,-43.96,kd,CGS001-79921,TCEAL4,-
7926,-44.02,kd,CGS001-3630,INS,-
7927,-44.03,kd,CGS001-6583,SLC22A4,Organic zwitterions/cation transporters (OCTN)
7928,-44.05,kd,CGS001-1362,CPD,Carboxypeptidase A
7932,-44.25,kd,CGS001-5357,PLS1,EF-hand domain containing
7934,-44.56,kd,CGS001-51569,UFM1,-
7935,-44.68,oe,ccsbBroad304_07699,GPR83,GPCR / Class A : Orphans
647,76.46,cc,,MTOR inhibitor,-
7936,-44.8,kd,CGS001-23401,FRAT2,-
7938,-44.99,kd,CGS001-5782,PTPN12,Protein tyrosine phosphatases / Class I Cys-based PTPs : Non-receptor
644,76.61,cp,BRD-A06352418,terfenadine,Histamine receptor antagonist
7940,-45.14,kd,CGS001-164668,APOBEC3H,Apolipoprotein B mRNA editing enzymes
7942,-45.32,kd,CGS001-23196,FAM120A,-
7944,-45.47,kd,CGS001-843,CASP10,Caspases
7945,-45.62,kd,CGS001-5564,PRKAB1,AMPK subfamily
638,76.92,cp,BRD-K32501161,vanoxerine,Dopamine uptake inhibitor
639,76.92,cp,BRD-K50140147,NVP-TAE684,ALK inhibitor
7946,-45.71,kd,CGS001-10026,PIGK,Phosphatidylinositol glycan anchor biosynthesis
7947,-45.76,kd,CGS001-91433,RCCD1,-
7948,-45.79,kd,CGS001-5451,POU2F1,Homeoboxes / POU class
7949,-45.84,kd,CGS001-1381,CRABP1,Fatty acid-binding proteins
7950,-45.85,kd,CGS001-4704,NDUFA9,Short chain dehydrogenase/reductase superfamily / Extended SDR fold
7953,-45.98,oe,ccsbBroad304_06995,SREBF1,Basic helix-loop-helix proteins
7954,-45.98,kd,CGS001-8409,UXT,-
7955,-46.09,kd,CGS001-26036,ZNF451,"Zinc fingers, C2H2-type"
7956,-46.09,kd,CGS001-5501,PPP1CC,"Serine/threonine phosphatases / Protein phosphatase, catalytic subunits"
7957,-46.27,kd,CGS001-1051,CEBPB,basic leucine zipper proteins
7958,-46.47,kd,CGS001-10991,SLC38A3,System N-like transporters
626,77.61,cp,BRD-K98548675,parthenolide,NFkB pathway inhibitor
7962,-46.68,oe,ccsbBroad304_05786,ADRB2,GPCR / Class A : Adrenoceptors : beta
7963,-46.69,oe,ccsbBroad304_02869,ASF1A,-
623,77.77,cp,BRD-K94144010,cotinine,Nicotine metabolite
622,77.82,cp,BRD-K31627533,rimexolone,Glucocorticoid receptor agonist
7964,-46.77,kd,CGS001-90649,ZNF486,"Zinc fingers, C2H2-type"
7967,-47.03,kd,CGS001-4904,YBX1,-
7968,-47.05,kd,CGS001-8726,EED,Neutral sphingomyelinase coupling factors
618,77.9,cc,,BMP Signaling LOF,-
617,77.96,cp,BRD-K76840893,RS-17053,Adrenergic receptor antagonist
7970,-47.2,kd,CGS001-117196,MRGPRX4,GPCR / Class A : Orphans
7971,-47.35,kd,CGS001-218,ALDH3A1,Aldehyde dehydrogenases
7972,-47.4,kd,CGS001-5320,PLA2G2A,Hydrolases
7973,-47.56,kd,CGS001-3460,IFNGR2,Interferon receptor family
7974,-47.6,oe,ccsbBroad304_07164,ZNF133,"Zinc fingers, C2H2-type"
7975,-47.71,kd,CGS001-4292,MLH1,-
7977,-48.12,kd,CGS001-991,CDC20,WD repeat domain containing
7978,-48.25,kd,CGS001-9841,ZBTB24,BTB/POZ domain containing
7980,-48.4,kd,CGS001-648,BMI1,Polycomb group ring fingers
7981,-48.49,kd,CGS001-79850,FAM57A,-
7982,-48.7,oe,ccsbBroad304_01247,POU2AF1,-
7983,-48.76,oe,ccsbBroad304_02299,NR1H3,Liver X receptor-like receptors
7985,-48.97,kd,CGS001-387,RHOA,-
7986,-49.03,kd,CGS001-2356,FPGS,-
7987,-49.07,kd,CGS001-29899,GPSM2,Tetratricopeptide (TTC) repeat domain containing
601,78.78,cp,BRD-K64881305,ispinesib,Kinesin-like spindle protein inhibitor
600,78.89,cp,BRD-K13087974,"4,5-dianilinophthalimide",EGFR inhibitor
7988,-49.12,oe,ccsbBroad304_05135,PARP15,-
598,78.96,cp,BRD-K39987650,bisacodyl,Laxative
7991,-49.33,kd,CGS001-7343,UBTF,-
7992,-49.34,oe,ccsbBroad304_01240,POLR2F,RNA polymerase subunits
595,79.28,cp,BRD-A52282606,lacidipine,Calcium channel blocker
7993,-49.36,kd,CGS001-11072,DUSP14,Protein tyrosine phosphatases / Class I Cys-based PTPs : Atypical dual specificity phosphatases
7994,-49.63,oe,ccsbBroad304_08221,RDH11,Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 2
7995,-49.86,oe,ccsbBroad304_06381,HMGB1,High-mobility group / Canonical
7996,-50.07,kd,CGS001-3159,HMGA1,High-mobility group / Canonical
590,79.73,cp,BRD-K06426971,ryuvidine,Histone lysine methyltransferase inhibitor
7997,-50.41,kd,CGS001-4122,MAN2A2,-
7998,-50.45,kd,CGS001-6434,TRA2B,RNA binding motif (RRM) containing
587,79.94,cp,BRD-K69932463,AZD-8055,MTOR inhibitor
8000,-50.59,oe,ccsbBroad304_07478,CCP110,-
8001,-50.82,kd,CGS001-7752,ZNF200,"Zinc fingers, C2H2-type"
8004,-51.52,oe,ccsbBroad304_01304,PSEN1,Presenilin
8006,-51.58,oe,ccsbBroad304_06678,OTX1,Homeoboxes / PRD class
8008,-51.6,kd,CGS001-4312,MMP1,Matrix metallopeptidase
8009,-51.64,kd,CGS001-1349,COX7B,Mitochondrial respiratory chain complex
8012,-51.79,oe,ccsbBroad304_02548,PROKR1,GPCR / Class A : Prokineticin receptors
8013,-51.81,kd,CGS001-55892,MYNN,BTB/POZ domain containing
8014,-51.82,oe,ccsbBroad304_14143,NUSAP1,-
8015,-51.82,oe,ccsbBroad304_00944,LIMK2,LIMK subfamily
8016,-51.83,kd,CGS001-3998,LMAN1,-
575,80.57,cp,BRD-K28360340,TW-37,BCL inhibitor
8018,-52.02,kd,CGS001-10782,ZNF274,"Zinc fingers, C2H2-type"
8021,-52.45,kd,CGS001-8220,DGCR14,-
8022,-52.52,kd,CGS001-1031,CDKN2C,Ankyrin repeat domain containing
8023,-52.53,kd,CGS001-51601,LIPT1,-
8024,-52.56,kd,CGS001-6309,SC5DL,-
8026,-52.62,kd,CGS001-57404,CYP20A1,Cytochrome P450s
8027,-52.68,kd,CGS001-4091,SMAD6,SMADs
8028,-52.68,oe,ccsbBroad304_05899,BMP4,Bone morphogenetic proteins
8029,-52.74,kd,CGS001-5445,PON2,Paraoxonases
565,81.09,cp,BRD-A48570745,ivermectin,GABA receptor agonist
566,81.09,cp,BRD-K32292990,CGP-53353,EGFR inhibitor
8030,-52.8,kd,CGS001-23597,ACOT9,Acyl CoA thioesterases
8031,-52.81,kd,CGS001-10180,RBM6,G patch domain containing
8032,-52.82,oe,ccsbBroad304_00421,DAPK1,Death-associated kinase (DAPK) family
8033,-52.86,kd,CGS001-6277,S100A6,EF-hand domain containing
559,81.43,cc,,Tumor necrosis factor superfamily LOF,-
8034,-52.89,kd,CGS001-9702,CEP57,-
8036,-53.12,kd,CGS001-5159,PDGFRB,"Type III RTKs: PDGFR, CSFR, Kit, FLT3 receptor family"
556,81.53,cp,BRD-K04923131,GSK-3-inhibitor-IX,Glycogen synthase kinase inhibitor
8040,-53.71,kd,CGS001-139135,PASD1,-
8041,-53.75,oe,ccsbBroad304_00044,AK2,Adenylate kinases
8042,-53.78,kd,CGS001-23043,TNIK,MSN subfamily
8043,-53.85,oe,ccsbBroad304_07683,ZNF268,"Zinc fingers, C2H2-type"
551,81.85,cp,BRD-K91623615,ABT-751,Tubulin inhibitor
8044,-53.97,kd,CGS001-115727,RASGRP4,EF-hand domain containing
8045,-53.99,oe,ccsbBroad304_13813,ARAF,RAF family
8048,-54.46,kd,CGS001-6908,TBP,General transcription factors
8049,-54.5,kd,CGS001-6478,SIAH2,-
8050,-54.59,kd,CGS001-55723,ASF1B,-
8051,-54.81,kd,CGS001-9126,SMC3,Structural maintenance of chromosomes proteins
8052,-54.82,kd,CGS001-51031,GLOD4,-
543,82.08,cp,BRD-K03842655,penitrem-a,Potassium channel blocker
8053,-54.83,kd,CGS001-2976,GTF3C2,General transcription factors
541,82.21,cp,BRD-K06593056,LE-135,Retinoid receptor agonist
540,82.23,cc,,Minor histocompatibility antigens LOF,-
539,82.32,cp,BRD-K28168037,fenretinide,Apoptosis stimulant
8054,-55.02,kd,CGS001-57192,MCOLN1,Voltage-gated ion channels / Transient receptor potential cation channels
536,82.4,cp,BRD-K67578145,GDC-0879,RAF inhibitor
8055,-55.11,kd,CGS001-5594,MAPK1,MAPK:ERK subfamily
8056,-55.14,kd,CGS001-3778,KCNMA1,Calcium-activated potassium channels
8059,-55.24,kd,CGS001-164091,PAQR7,-
8060,-55.25,kd,CGS001-9375,TM9SF2,-
8062,-55.54,kd,CGS001-8449,DHX16,DEAH-boxes
8064,-55.55,oe,ccsbBroad304_02097,LPAR2,GPCR / Class A : Lysophospholipid receptors : Lysophosphatidic acid
8065,-55.62,kd,CGS001-4942,OAT,-
529,82.81,cp,BRD-K53959060,indirubin,CDK inhibitor
8066,-55.77,kd,CGS001-151112,ZSWIM2,"Zinc fingers, SWIM-type"
8067,-55.99,kd,CGS001-1312,COMT,Catecholamine turnover
8069,-56.18,kd,CGS001-2237,FEN1,-
8071,-56.39,kd,CGS001-9344,TAOK2,TAO subfamily
8075,-56.63,kd,CGS001-22883,CLSTN1,Cadherins / Cadherin-related
523,82.98,cp,BRD-M30523314,vinorelbine,Tubulin inhibitor
8076,-56.63,kd,CGS001-6198,RPS6KB1,p70 subfamily
8077,-57.03,kd,CGS001-4714,NDUFB8,Mitochondrial respiratory chain complex / Complex I
8078,-57.37,kd,CGS001-1756,DMD,-
8079,-57.58,kd,CGS001-64805,P2RY12,"GPCR / Class A : Purinergic receptors, P2Y"
8080,-57.72,kd,CGS001-57018,CCNL1,-
8081,-57.74,kd,CGS001-58508,MLL3,-
8083,-58,kd,CGS001-8634,RTCD1,-
8084,-58.07,kd,CGS001-2597,GAPDH,-
8085,-58.27,kd,CGS001-162655,ZNF519,"Zinc fingers, C2H2-type"
